Product,TotalQuantity,Revenue,NumOrders,NumCustomers
FAWN AND MUSHROOM GREETING CARD,108,45.36,8,8
PERIWINKLE T-LIGHT HOLDER,36,45.0,10,8
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,45.0,5,5
RESIN NECKLACE W PASTEL BEADS,6,45.0,4,4
ANT COPPER RED BOUDICCA BRACELET,9,44.550000000000004,6,6
GREEN  DIAMANTE PEN IN GIFT BOX,9,44.550000000000004,5,5
TEAL/FUSCHIA COL BEAD NECKLACE,9,44.55,3,3
MOP PENDANT SHELL NECKLACE,9,44.55,3,3
FROG SOCK PUPPET,15,44.25000000000001,8,7
CHERRY BLOSSOM LUGGAGE TAG,33,43.67,6,5
BLUE FLOWER DES PURSE,44,43.66,6,6
"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14,13
BLUE CHENILLE SHAGGY CUSHION COVER,43,43.15,12,8
"PEARL & SHELL 42""NECKL. GREEN",4,43.0,2,1
PAINTED LIGHTBULB STAR+ MOON,108,42.96,15,14
WRAP  VINTAGE DOILEY,100,42.0,2,2
"WRAP, CAROUSEL",100,42.0,4,4
WRAP SUMMER ROSE DESIGN,100,42.0,4,4
TRANQUILITY MASALA INCENSE,200,42.0,7,7
CRACKED GLAZE NECKLACE RED,6,41.7,3,3
CRACKED GLAZE NECKLACE IVORY,6,41.7,2,2
PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,5
FAN BLACK FRAME,143,41.47,12,11
CANDY SPOT BUNNY,14,41.300000000000004,5,5
ANT SILVER FUSCHIA BOUDICCA RING,14,41.300000000000004,7,3
BLACK VINTAGE  CRYSTAL EARRINGS,11,41.25,6,6
CREAM AND PINK FLOWERS PONY,11,41.25,5,5
GREEN VINTAGE EARRINGS,11,41.25,4,4
"STRING OF 8 BUTTERFLIES,PINK",25,41.24999999999999,6,6
CREAM BUNNY EASTER EGG BASKET,25,41.24999999999999,3,3
FIRST CLASS HOLIDAY PURSE,11,40.97,5,4
PINK FLY SWAT,63,40.95,25,21
MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,4
BUTTERFLY HAIR BAND,16,40.8,4,4
LITTLE PINK MONSTER SOFT TOY,16,40.8,7,7
DOGGY RUBBER,193,40.53,29,25
ROUND BLUE CLOCK WITH SUCKER,211,40.09,10,9
CANDY SPOT TEA COSY,27,40.05,2,2
"LETTER ""C"" BLING KEY RING",52,40.04,9,7
ROCOCO WALL MIROR,2,39.9,1,1
BLUE MURANO TWIST NECKLACE,4,39.8,3,3
LA PALMIERA TILE HOOK,45,39.78,11,9
FREESTYLE CANVAS ART PICTURE,41,39.65,18,16
PINK CRYSTAL+GLASS BRACELET,8,39.6,3,3
CHILDRENS SPACEBOY MUG,24,39.599999999999994,2,2
PINK DOG CANNISTER,14,39.3,4,4
SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,13,11
SET OF 36 VINTAGE CHRISTMAS DOILIES,27,39.15,6,6
FAIRY CAKE NOTEBOOK A5 SIZE,46,39.1,5,5
MULTICOLOUR EASTER RABBIT,20,39.0,4,4
FUSCHIA TABLE RUN FLOWER,27,38.75,5,5
BLACK MEDIUM GLASS CAKE STAND,19,38.69,8,8
BLUE POLKADOT PUDDING BOWL,29,38.67,7,7
ASSORTED COLOUR SUCTION CUP HOOK,202,38.38,13,11
PINK STRAWBERRY HANDBAG,13,38.35000000000001,5,4
DROP DIAMANTE EARRINGS CRYSTAL,13,38.35000000000001,3,3
PINK YELLOW PATCH CUSHION COVER,5,38.25,3,3
LA PALMIERA WALL THERMOMETER,15,38.25,10,8
CANDY SPOT HEART DECORATION,45,38.25,8,8
NEW BAROQUE BLACK BOXES,3,38.25,3,3
WHITE FRANGIPANI NECKLACE,15,38.25,4,3
RED POLKADOT PUDDING BOWL,32,38.13,6,5
T-LIGHT HOLDER SILVER SAUCER,41,38.029999999999994,6,4
FLAG OF ST GEORGE,23,37.95,7,7
PINK CHRYSANTHEMUMS ART FLOWER,18,37.800000000000004,1,1
FLOWER BURST SILVER RING CRYSTAL,10,37.5,6,5
RUBY DROP CHANDELIER EARRINGS,10,37.5,3,2
GREEN CAT FLORAL CUSHION COVER,10,37.5,4,4
PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,3,3
IVORY SCULPTED RND CANDLE,44,37.4,7,4
HOT WATER BOTTLE BABUSHKA LARGE,8,37.2,1,1
SQUARE METAL CANDLEHOLDER BASE,52,36.519999999999996,8,5
VANILLA INCENSE 40 CONES IN TIN,29,36.25,12,6
GREY ACRYLIC FACETED BANGLE,26,35.9,3,3
ASSORTED CAKES FRIDGE MAGNETS,55,35.75,8,6
PINK/FLOWER RABBIT EGG WARMER,17,35.7,4,4
COPPER/OLIVE GREEN FLOWER NECKLACE,6,35.7,4,4
PINK FOXGLOVE ARTIIFCIAL FLOWER,14,35.699999999999996,3,3
PINK ENAMEL FLOWER HAIR TIE,12,35.400000000000006,2,2
CRYSTAL HOOP EARRING FLORAL LEAF,12,35.400000000000006,6,6
BLACK DROP CRYSTAL NECKLACE,12,35.400000000000006,2,2
BLUE POLKADOT PURSE,9,35.07,5,3
PINK CLEAR GLASS CANDLE PLATE,28,35.0,3,3
"RETRO PILL BOX , REVOLUTIONARY",189,34.91,10,9
LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2,2
IVORY GOLD METAL BAG CHARM,5,34.77,3,2
"LETTER ""K"" BLING KEY RING",47,34.75,12,6
RIVIERA NECKLACE,7,34.65,2,2
CD WALL TIDY BLUE OFFICE,96,34.56,2,2
HEN HOUSE W FAMILY IN BARN & NEST,49,34.510000000000005,9,9
GOLD APERITIF GLASS,88,34.32,2,1
MONEY BOX FIRST AID DESIGN,43,34.32,10,9
"GREETING CARD, OVERCROWDED POOL.",180,34.2,15,15
FILIGREE DIAMANTE EARRINGS,8,34.0,4,2
PINK BUTTERFLY WASHBAG,8,34.0,5,5
GOLD M.O.P ORBIT DROP EARRINGS,8,34.0,5,5
NEW BAROQUE B'FLY NECKLACE RED,4,34.0,2,2
FLOWER BLUE CLOCK WITH SUCKER,117,33.93,8,8
FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,2,2
36 PENCILS TUBE POSY,27,33.75,11,10
BLUE STONES ON WIRE FOR CANDLE,404,33.75,17,16
CRYSTAL SEA HORSE PHONE CHARM,90,33.66,8,4
BLACK SIL'T SQU CANDLE PLATE,16,33.6,2,2
DOLLY GIRL MINI RUCKSACK,8,33.2,2,2
WHITE WITH BLACK CATS PLATE,78,33.18,3,3
TURQ ICE CREAM BUM BAG,13,33.15,3,2
NECKLACE+BRACELET SET FRUIT SALAD,13,33.15,12,12
FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994,5,4
YELLOW BREAKFAST CUP AND SAUCER,49,31.910000000000004,14,9
DANISH ROSE UMBRELLA STAND,2,31.9,2,2
"FLOWER GLASS GARLD NECKL36""TURQUOIS",4,31.8,1,1
"FLOWER GLASS GARLAND NECKL.36""GREEN",4,31.8,2,2
SET/9 CHRISTMAS T-LIGHTS SCENTED,25,31.25,7,7
PINK BREAKFAST CUP AND SAUCER,21,31.23,7,5
SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,3,3
YULETIDE IMAGES S/6 PAPER BOXES,12,30.599999999999998,7,6
BAKING MOULD CHOCOLATE CUP CAKES,12,30.599999999999998,2,2
CANNABIS LEAF BEAD CURTAIN,36,30.599999999999998,2,2
BAKING MOULD CUPCAKE CHOCOLATE,12,30.599999999999998,1,1
GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,2,2
ENAMEL BOWL PANTRY,24,30.0,2,2
GREEN PAIR HEART HAIR SLIDES,8,30.0,2,2
PINK ROSEBUD & PEARL NECKLACE,4,30.0,2,2
ENAMEL JUG PANTRY,8,30.0,2,2
BIRTHDAY BANNER TAPE,24,30.0,1,1
BUTTERFLY CUSHION COVER,8,30.0,2,2
PINK HEART DOTS HOT WATER BOTTLE,8,30.0,4,4
EDWARDIAN DROP EARRINGS JET BLACK,8,30.0,4,4
WHITE CHRISTMAS FLOCK DROPLET,24,30.0,1,1
BLACK CHRISTMAS FLOCK DROPLET,24,30.0,1,1
CAPIZ CHANDELIER,1,29.95,1,1
GLASS CAKE COVER AND PLATE,2,29.9,1,1
PURPLE AMETHYST NECKLACE W TASSEL,3,29.849999999999998,3,3
PALE PINK/AMETHYST STONE NECKLACE,3,29.849999999999998,2,2
SILVER/BLACK ORBIT NECKLACE,3,29.849999999999998,2,2
"GREETING CARD, STICKY GORDON",157,29.830000000000002,14,12
CHRISTMAS MUSICAL ZINC HEART,35,29.75,5,5
DIAMOND LAS VEGAS NECKLACE 45CM,5,29.75,3,3
WHITE/PINK CHICK EASTER DECORATION,35,29.75,9,8
ORANGE/WHT/FUSCHIA STONES NECKLACE,6,29.700000000000003,1,1
"WALL ART,ONLY ONE PERSON ",6,29.700000000000003,1,1
GOLD DIAMANTE STAR BROOCH,6,29.700000000000003,3,2
LIGHTHOUSE PRINTED METAL SIGN,6,29.700000000000003,3,3
IVORY PENDANT TRIPLE SHELL NECKLACE,6,29.700000000000003,2,2
MODERN VINTAGE COTTON SHOPPING BAG,22,29.7,8,8
PINK FLOCK GLASS CANDLEHOLDER,38,29.68,5,5
"ACRYLIC JEWEL ANGEL,PINK",78,29.64,2,2
PINK VINTAGE VICTORIAN EARRINGS,10,29.500000000000004,3,3
ANT SILVER PURPLE BOUDICCA RING,10,29.500000000000004,5,3
15 PINK FLUFFY CHICKS IN BOX,10,29.5,7,7
OLD DOC RUSSEL METAL SIGN,14,29.400000000000002,3,3
VIP HOLIDAY PURSE,8,29.28,6,5
FRENCH CHATEAU OVAL PLATTER,15,29.25,6,6
"LETTER ""L"" BLING KEY RING",51,29.189999999999998,5,4
ASS COL LARGE SAND FROG P'WEIGHT,27,28.35,7,6
PACK OF 12 DOILEY TISSUES,72,28.08,2,2
TRANSPARENT ACRYLIC TAPE DISPENSER,31,27.91,9,7
PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.900000000000002,3,3
PINK/AMETHYST/GOLD NECKLACE,4,27.8,1,1
ASSORTED COLOURED CIRCLE MOBILE,65,27.3,7,6
"LETTER ""E"" BLING KEY RING",41,27.25,8,6
GLOW IN DARK DOLPHINS,129,27.09,28,28
FRUIT SALAD BAG CHARM,16,27.04,3,3
ENVELOPE 50 CURIOUS IMAGES,50,27.02,10,10
PINK CHERRY LIGHTS,4,27.0,1,1
High Resolution Image,4,27.0,3,3
TIGRIS EYE CHUNKY CHARM BRACELET,3,26.849999999999998,2,2
DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004,2,2
FROG KING WATERING CAN,9,26.55,2,2
TURQ STONE/CRYSTAL EARRINGS,9,26.55,3,3
KNITTED RABBIT DOLL,16,26.4,1,1
LARGE MINT DIAMANTE HAIRSLIDE,16,26.4,6,6
BEST DAD CANDLE LETTERS,31,26.349999999999998,8,8
SILVER DROP EARRINGS WITH FLOWER,7,26.25,3,3
WHITE VINTAGE CRYSTAL EARRINGS,7,26.25,3,3
GLITTER SNOW PEAR TREE DECORATION,18,26.099999999999998,2,2
SET OF 4 GREEN CAROUSEL COASTERS,25,26.05,9,9
"LETTER ""S"" BLING KEY RING",40,26.0,6,5
"LETTER ""D"" BLING KEY RING",39,25.71,7,5
CHERRY BLOSSOM TABLE CLOCK,6,25.7,3,3
SILVER BLACK ORBIT DROP EARRINGS,6,25.5,3,3
GLASS BEAD HOOP NECKLACE AMETHYST,3,25.5,3,3
GLASS BEAD HOOP NECKLACE GREEN,3,25.5,2,2
NEW BAROQUE SMALL NECKLACE BLACK,3,25.5,2,2
SWEETHEART CARRY-ALL BASKET,3,25.5,3,3
SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,2,2
PAIR OF PINK FLOWER CLUSTER SLIDE,10,25.499999999999996,4,4
VINTAGE KEEPSAKE BOX PINK FLOWER,4,25.4,2,2
WHITE ALLIUM  ARTIFICIAL FLOWER,15,25.35,3,3
IVORY PANTRY HANGING LAMP,2,25.0,1,1
HARDMAN MUG 3 ASSORTED,64,24.96,12,11
BELL HEART ANTIQUE GOLD,12,24.96,1,1
SET OF 4 KNICK KNACK TINS  DOILEY,6,24.900000000000002,1,1
AQUA BERTIE GLASS BEAD BAG CHARM,19,24.9,3,3
COPPER AND BRASS BAG CHARM,4,24.810000000000002,2,2
GARDEN PATH NOTEBOOK,15,24.75,8,8
SILVER LOOKING MIRROR,5,24.75,2,2
VINTAGE ENAMEL & CRYSTAL NECKLACE,5,24.75,2,2
CROCHET BEAR RED/BLUE  KEYRING,15,24.75,3,3
GIRLY PINK TOOL SET,5,24.75,1,1
MURANO STYLE GLASS BRACELET GOLD,7,24.5,3,3
PAINTED LIGHTBULB RAINBOW DESIGN,64,24.479999999999997,6,5
75 BLACK PETIT FOUR CASES,57,23.94,17,16
JET BLACK LAS VEGAS NECKLACE 45CM,4,23.8,2,2
UNION JACK HOT WATER BOTTLE,4,23.8,1,1
TOAST ITS - DINOSAUR,19,23.75,10,9
SILVER M.O.P. ORBIT NECKLACE,8,23.6,3,3
PINK GREEN EMBROIDERY COSMETIC BAG,8,23.6,6,6
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,23.6,2,2
RABBIT EASTER DECORATION,8,23.6,3,3
AMBER GLASS TASSLE BAG CHARM,8,23.6,2,2
GOLD WASHBAG,8,23.6,3,3
PINK PARTY SUNGLASSES,12,23.4,6,6
"GARLAND, MAGIC GARDEN 1.8M",12,23.4,1,1
CANNISTER VINTAGE LEAF DESIGN,12,23.4,2,2
ZINC PLANT POT HOLDER,8,23.12,1,1
HANGING HEART BASKET,11,23.1,3,3
PINK FELT EASTER EGG BASKET,14,23.099999999999998,4,4
ZINC T-LIGHT HOLDER STARS LARGE,24,22.799999999999997,2,2
FIRE POLISHED GLASS BRACELET RED,6,22.5,1,1
GLASS AND BEADS BRACELET IVORY,6,22.5,1,1
PINK CAT FLORAL CUSHION COVER,6,22.5,3,3
PURPLE LAS VEGAS BRACELET ROUND,6,22.5,2,2
FIRE POLISHED GLASS BRACELET MONTAN,6,22.5,1,1
DIAMANTE NECKLACE GREEN,3,22.5,2,2
GLASS AND PAINTED BEADS BRACELET TO,6,22.5,1,1
GLASS AND PAINTED BEADS BRACELET OL,6,22.5,1,1
ROSE COLOUR PAIR HEART HAIR SLIDES,6,22.5,3,3
"LETTER ""M"" BLING KEY RING",27,22.23,5,3
S/3 PINK SQUARE PLANTERS ROSES,2,21.9,2,2
"PEARL & SHELL 42""NECKL. IVORY",2,21.5,1,1
BIRD ON BRANCH CANVAS SCREEN,11,21.45,1,1
ANTIQUE OLIVE GREEN FLOWER EARRINGS,5,21.25,3,3
FLORAL BLUE MONSTER,5,21.25,4,4
WRAP A PRETTY THANK YOU,50,21.0,2,2
MURANO STYLE GLASS BRACELET RED,6,21.0,2,2
WRAP GREEN RUSSIAN FOLKART,50,21.0,2,2
KEEP CALM BIRTHDAY WRAP,50,21.0,2,2
HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,1,1
BLACK GEMSTONE BRACELET,3,20.849999999999998,3,3
WOODLAND MINI RUCKSACK,5,20.75,2,2
DROP DIAMANTE EARRINGS BLACK DIAMON,7,20.650000000000002,2,2
GREEN ENAMEL FLOWER HAIR TIE,7,20.650000000000002,2,2
WHITE ENAMEL FLOWER HAIR TIE,7,20.650000000000002,2,2
PINK GLASS TASSLE BAG CHARM,7,20.650000000000002,3,3
BLACK CRYSTAL DROP EARRINGS,7,20.650000000000002,2,2
CRYSTAL STILETTO PHONE CHARM,24,20.4,2,2
PURPLE FRANGIPANI NECKLACE,8,20.4,2,2
NECKLACE+BRACELET SET BLUE BLOSSOM,8,20.4,3,3
CLEAR CRYSTAL STAR PHONE CHARM,47,20.39,6,5
GOLD TEDDY BEAR,12,20.0,2,2
GIANT MEDINA STAMPED METAL BOWL,2,19.9,2,2
"CAKESTAND, 3 TIER, LOVEHEART",2,19.9,1,1
SILVER BLACK ORBIT BRACELET,4,19.8,3,3
WHITE/PINK MINI CRYSTALS NECKLACE,4,19.8,1,1
TURQ PENDANT TRIPLE SHELL NECKLACE,4,19.8,2,2
GREEN PENDANT TRIPLE SHELL NECKLACE,4,19.8,2,2
DOTCOMGIFTSHOP TEA TOWEL,12,19.799999999999997,1,1
DOORKNOB CRACKED GLAZE PINK,12,19.799999999999997,2,2
PINK SMALL JEWELLED PHOTOFRAME,12,19.799999999999997,9,8
ENAMEL DINNER PLATE PANTRY,12,19.799999999999997,1,1
DOORKNOB CRACKED GLAZE GREEN,12,19.799999999999997,2,2
YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72,2,2
FRENCH CHATEAU LARGE FRUIT BOWL,10,19.5,4,4
"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4,4,4
BAG OF SILVER STONES,46,19.32,5,5
WHITE BEADED GARLAND STRING 20LIGHT,3,19.049999999999997,2,2
"LETTER ""I"" BLING KEY RING",25,18.77,3,3
CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,1,1
DAIRY MAID  PUDDING BOWL,5,18.75,2,2
CLAM SHELL LARGE,5,18.75,4,4
BIRD BOX CHRISTMAS TREE DECORATION,22,18.7,4,4
"LETTER ""Y"" BLING KEY RING",61,18.65,3,3
"LETTER ""G"" BLING KEY RING",34,18.5,7,5
BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002,7,7
CUPID SCENTED CANDLE IN GLASS,11,18.15,4,4
BLACK DIAMOND CLUSTER NECKLACE,2,17.9,1,1
FIRE POLISHED GLASS NECKL BRONZE,3,17.85,3,3
WHITE HEART OF GLASS BRACELET,3,17.85,2,2
SILVER/NAT SHELL NECKLACE W PENDANT,3,17.85,3,3
VINTAGE GLASS TEA CADDY,3,17.85,3,3
MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,17.85,2,2
AMBER FINE BEAD NECKLACE W TASSEL,3,17.85,2,2
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.849999999999998,2,2
DROP DIAMANTE EARRINGS GREEN,6,17.700000000000003,1,1
BLACK 3 BEAD DROP EARRINGS,6,17.700000000000003,1,1
GOLD/AMBER DROP EARRINGS W LEAF,6,17.700000000000003,1,1
TROPICAL HOLIDAY PURSE,6,17.700000000000003,3,3
PURPLE ENAMEL FLOWER HAIR TIE,6,17.700000000000003,1,1
PURPLE GLASS TASSLE BAG CHARM,6,17.700000000000003,1,1
CLASSIC DIAMANTE EARRINGS JET,6,17.700000000000003,1,1
ANT SILVER TURQUOISE BOUDICCA RING,6,17.700000000000003,1,1
SILVER/CRYSTAL DROP EARRINGS W LEAF,6,17.700000000000003,1,1
ROUND CACTUS CANDLE,6,17.700000000000003,4,4
2 DAISIES HAIR COMB,6,17.700000000000003,1,1
BLUE EASTER EGG HUNT START POST,9,17.55,4,4
PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,2,2
STORAGE TIN VINTAGE DOILEY,6,17.34,1,1
JAM JAR WITH BLUE LID,24,17.28,1,1
"LETTER ""J"" BLING KEY RING",23,17.23,5,3
PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16,16,16
GLASS BEAD HOOP NECKLACE MONTANA,2,17.0,2,2
VINTAGE BEAD PINK JEWEL BOX,4,17.0,3,2
NEW BAROQUE B'FLY NECKLACE CRYSTAL,2,17.0,1,1
NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,17.0,1,1
YELLOW FELT HANGING HEART W FLOWER,20,17.0,3,3
NEW BAROQUE B'FLY NECKLACE GREEN,2,17.0,1,1
PURPLE/COPPER HANGING LAMPSHADE,20,17.0,6,5
ENGLISH ROSE SCENTED HANGING HEART,4,17.0,2,2
GLASS BEAD HOOP NECKLACE BLACK,2,17.0,1,1
ANTIQUE MID BLUE FLOWER EARRINGS,4,17.0,2,2
MINT DINER CLOCK,2,17.0,1,1
GLASS BELL JAR LARGE,2,17.0,1,1
BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77,12,12
DIAMANTE HAIR GRIP PACK/2 RUBY,10,16.499999999999996,3,3
VINTAGE BEAD PINK SHADE,13,16.25,2,2
PLAYING CARDS VINTAGE DOILEY,13,16.25,2,2
BLUE HOLE PUNCH,13,16.25,7,7
PINK/WHITE RIBBED MELAMINE JUG,2,15.9,2,2
BLUE SHARK HELICOPTER,2,15.9,2,2
OCEAN STRIPE HAMMOCK,2,15.9,1,1
GLASS BELL JAR SMALL,4,15.8,1,1
BLUE NETTING STORAGE HANGER,8,15.6,6,6
GOLD FLOWER CUSHION COVER,8,15.6,2,1
75 GREEN FAIRY CAKE CASES,28,15.400000000000002,17,16
DAISY HAIR COMB,6,15.299999999999999,1,1
"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.299999999999999,1,1
FLOWER FAIRY 5 SUMMER DRAW LINERS,6,15.299999999999999,1,1
PINK DAISY BAG CHARM,6,15.299999999999999,1,1
TINY CRYSTAL BRACELET GREEN,6,15.299999999999999,1,1
MONTANA DIAMOND CLUSTER EARRINGS,6,15.299999999999999,1,1
BAKING MOULD TOFFEE CUP  CHOCOLATE,6,15.299999999999999,1,1
LILAC VOTIVE CANDLE,72,15.120000000000001,3,3
"LETTER ""H"" BLING KEY RING",22,15.02,6,4
SET OF 6 EASTER RAINBOW CHICKS,12,15.0,1,1
PINK ROUND COMPACT MIRROR,12,15.0,1,1
PAINTED HEART WREATH WITH BELL,12,15.0,1,1
DIAMANTE NECKLACE,2,15.0,1,1
CLASSIC DIAMANTE NECKLACE JET,2,15.0,1,1
PINK/WHITE GLASS DEMI CHOKER,2,15.0,1,1
PINK FLOCK PHOTO FRAME,12,15.0,1,1
PINK FLOCK SUEDE CUSHION COVER,12,15.0,2,2
ENAMEL MUG PANTRY,12,15.0,1,1
DIAMANTE NECKLACE BLACK,2,15.0,1,1
ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.0,2,1
3 PINK HEN+CHICKS IN BASKET,12,15.0,6,6
WHITE ROSEBUD & PEARL NECKLACE,2,15.0,1,1
RUBY GLASS CLUSTER NECKLACE,2,15.0,1,1
SILVER 2 STRAND NECKLACE-LEAF CHARM,2,15.0,2,2
FOLDING MIRROR RED,18,14.939999999999998,2,2
FOLDING MIRROR IVORY,18,14.939999999999998,2,2
COTE D'AZURE NECKLACE,3,14.850000000000001,2,2
RESIN BRACELET W PASTEL BEADS,3,14.850000000000001,2,2
BLACK GLASS BRACELET W HEART CHARMS,3,14.850000000000001,1,1
ORANGE PENDANT TRIPLE SHELL NECKLAC,3,14.850000000000001,1,1
ROSE PENDANT TRIPLE SHELL NECKLACE,3,14.850000000000001,1,1
GREEN WITH METAL BAG CHARM,3,14.850000000000001,1,1
CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001,1,1
WHITE WITH METAL BAG CHARM,3,14.850000000000001,1,1
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9,14.85,3,3
DIAMANTE HAIR GRIP PACK/2 LT ROSE,9,14.85,3,3
CROCHET ROSE DES CLOTHES HANGER,5,14.750000000000002,1,1
AMETHYST HOOP EARRING FLORAL LEAF,5,14.75,3,3
SILVER/AMETHYST DROP EARRINGS LEAF,5,14.75,4,4
PASTEL BLUE PHOTO ALBUM,29,14.5,2,2
HOLLY TOP CHRISTMAS STOCKING,17,14.45,6,6
YELLOW/PINK FLOWER DESIGN BIG MUG,33,14.43,14,14
CAROUSEL PONIES BABY BIB,33,14.37,12,10
BLUE CHECK BAG W HANDLE 34X20CM,17,14.11,5,5
MURANO STYLE GLASS BRACELET BLACK,4,14.0,2,2
"WALL ART , THE MAGIC FOREST ",2,13.9,1,1
CRYSTAL CZECH CROSS PHONE CHARM,19,13.69,4,2
LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,13.680000000000003,3,2
GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65,8,8
PINK HANGING GINGHAM EASTER HEN,32,13.44,5,5
BLUE HANGING GINGHAM EASTER HEN,32,13.44,5,5
GREEN DROP EARRINGS W BEAD CLUSTER,4,13.4,1,1
CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,1,1
72 CAKE CASES VINTAGE CHRISTMAS,24,13.200000000000001,1,1
GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2,1,1
DIAMANTE HAIR GRIP PACK/2 MONTANA,8,13.2,3,3
WISE MAN STAR SHAPE EGG PAN,24,13.14,6,6
PINK TALL PORCELAIN T-LIGHT HOLDER,5,12.75,4,4
SET/3 TALL GLASS CANDLE HOLDER PINK,1,12.75,1,1
5 STRAND GLASS NECKLACE AMETHYST,2,12.7,1,1
5 STRAND GLASS NECKLACE AMBER,2,12.7,2,2
MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,1,1
BLUE TEATIME PRINT BOWL,10,12.5,2,2
BLUE FLOCK CUSHION COVER,6,12.5,2,2
ASS COL SMALL SAND GECKO P'WEIGHT,29,12.18,9,9
PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95,1,1
LASER CUT MULTI STRAND NECKLACE,1,11.95,1,1
BLUE GINGHAM ROSE CUSHION COVER,2,11.9,1,1
PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,1,1
BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.899999999999999,5,4
RED WHITE SCARF  HOT WATER BOTTLE,3,11.850000000000001,2,2
BLUE BREAKFAST CUP AND SAUCER,4,11.8,3,2
GLASS BEAD HOOP EARRINGS AMETHYST,4,11.8,1,1
GLASS BEAD HOOP EARRINGS BLACK,4,11.8,1,1
ECONOMY HOLIDAY PURSE,4,11.8,4,4
"ACRYLIC JEWEL ICICLE, BLUE",31,11.780000000000001,3,3
POP ART PUSH DOWN RUBBER,98,11.759999999999998,2,2
BLUE GREEN EMBROIDERY COSMETIC BAG,3,11.690000000000001,3,3
QUEEN OF THE SKIES HOLIDAY PURSE,3,11.690000000000001,3,3
SMALL SINGLE FLAME CANDLE HOLDER,33,11.549999999999999,6,5
SET/4 GARDEN ROSE DINNER CANDLE,7,11.549999999999999,3,3
PINK HEART RED HANDBAG,4,11.31,3,3
PINK EASTER HENS+FLOWER,3,11.25,1,1
"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,1,1
GINGHAM OVEN GLOVE RED HEART,3,11.25,2,2
JET BLACK LAS VEGAS BRACELET ROUND,3,11.25,1,1
POCKET MIRROR WOODLAND,9,11.25,4,4
THE KING GIFT BAG,17,11.05,6,5
"LETTER ""P"" BLING KEY RING",28,10.999999999999998,6,4
THE KING GIFT BAG 25x24x12cm,26,10.92,7,6
YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92,3,3
"S/4 ICON COASTER,ELVIS LIVES",25,10.61,9,7
WRAP  PINK FLOCK,25,10.5,1,1
FLAG OF ST GEORGE CAR FLAG,25,10.5,1,1
WRAP BLUE RUSSIAN FOLKART,25,10.5,1,1
FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.260000000000002,2,2
PINK BOUDOIR T-LIGHT HOLDER,12,10.2,1,1
BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2,4,4
MULTICOLOUR POLKADOT PLATE,12,10.2,1,1
FOLKART ZINC STAR CHRISTMAS DEC,12,10.2,3,3
LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08,6,6
"LETTER ""N"" BLING KEY RING",18,10.02,5,3
ZINC STAR T-LIGHT HOLDER,8,10.0,1,1
PINK CHRISTMAS FLOCK DROPLET,8,10.0,1,1
S/2 BEACH HUT TREASURE CHESTS,3,9.95,2,2
GOLD M.O.P ORBIT BRACELET,2,9.9,2,2
DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,9.899999999999999,1,1
